Date	Total	Weekday	Month	Year	Holiday	PlusOne	MinusOne
9/25/2013	441	4	9	2013	0	0	0
9/26/2013	440	5	9	2013	0	0	0
9/27/2013	318	6	9	2013	0	0	0
9/28/2013	289	7	9	2013	0	0	0
9/29/2013	507	1	9	2013	0	0	0
9/30/2013	462	2	9	2013	0	0	0
10/1/2013	426	3	10	2013	0	0	0
10/2/2013	420	4	10	2013	0	0	0
10/3/2013	415	5	10	2013	0	0	0
10/4/2013	303	6	10	2013	0	0	0
10/5/2013	275	7	10	2013	0	0	0
10/6/2013	490	1	10	2013	0	0	0
10/7/2013	441	2	10	2013	0	0	0
10/8/2013	428	3	10	2013	0	0	0
10/9/2013	423	4	10	2013	0	0	0
10/10/2013	417	5	10	2013	0	0	0
10/11/2013	285	6	10	2013	0	0	1
10/12/2013	196	7	10	2013	1	0	0
10/13/2013	488	1	10	2013	0	1	0
10/14/2013	442	2	10	2013	0	0	0
10/15/2013	427	3	10	2013	0	0	0
10/16/2013	423	4	10	2013	0	0	0
10/17/2013	416	5	10	2013	0	0	0
10/18/2013	304	6	10	2013	0	0	0
10/19/2013	273	7	10	2013	0	0	0
10/20/2013	488	1	10	2013	0	0	0
10/21/2013	442	2	10	2013	0	0	0
10/22/2013	428	3	10	2013	0	0	0
10/23/2013	421	4	10	2013	0	0	0
10/24/2013	419	5	10	2013	0	0	0
10/25/2013	303	6	10	2013	0	0	0
10/26/2013	273	7	10	2013	0	0	0
10/27/2013	488	1	10	2013	0	0	0
10/28/2013	443	2	10	2013	0	0	0
10/29/2013	428	3	10	2013	0	0	0
10/30/2013	424	4	10	2013	0	0	0
10/31/2013	419	5	10	2013	0	0	0
11/1/2013	334	6	11	2013	0	0	0
11/2/2013	302	7	11	2013	0	0	0
11/3/2013	530	1	11	2013	0	0	0
11/4/2013	481	2	11	2013	0	0	0
11/5/2013	468	3	11	2013	0	0	0
11/6/2013	459	4	11	2013	0	0	0
11/7/2013	453	5	11	2013	0	0	0
11/8/2013	334	6	11	2013	0	0	0
11/9/2013	300	7	11	2013	0	0	0
11/10/2013	497	1	11	2013	0	0	1
11/11/2013	347	2	11	2013	1	0	0
11/12/2013	469	3	11	2013	0	1	0
11/13/2013	463	4	11	2013	0	0	0
11/14/2013	457	5	11	2013	0	0	0
11/15/2013	331	6	11	2013	0	0	0
11/16/2013	297	7	11	2013	0	0	0
11/17/2013	529	1	11	2013	0	0	0
11/18/2013	481	2	11	2013	0	0	0
11/19/2013	468	3	11	2013	0	0	0
11/20/2013	463	4	11	2013	0	0	0
11/21/2013	459	5	11	2013	0	0	0
11/22/2013	333	6	11	2013	0	0	0
11/23/2013	304	7	11	2013	0	0	0
11/24/2013	529	1	11	2013	0	0	0
11/25/2013	450	2	11	2013	0	0	1
11/26/2013	311	3	11	2013	1	0	1
11/27/2013	332	4	11	2013	1	1	0
11/28/2013	461	5	11	2013	0	1	0
11/29/2013	334	6	11	2013	0	0	0
11/30/2013	301	7	11	2013	0	0	0
12/1/2013	438	1	12	2013	0	0	0
12/2/2013	401	2	12	2013	0	0	0
12/3/2013	385	3	12	2013	0	0	0
12/4/2013	381	4	12	2013	0	0	0
12/5/2013	376	5	12	2013	0	0	0
12/6/2013	274	6	12	2013	0	0	0
12/7/2013	246	7	12	2013	0	0	0
12/8/2013	436	1	12	2013	0	0	0
12/9/2013	400	2	12	2013	0	0	0
12/10/2013	383	3	12	2013	0	0	0
12/11/2013	380	4	12	2013	0	0	0
12/12/2013	375	5	12	2013	0	0	0
12/13/2013	272	6	12	2013	0	0	0
12/14/2013	251	7	12	2013	0	0	0
12/15/2013	440	1	12	2013	0	0	0
12/16/2013	397	2	12	2013	0	0	0
12/17/2013	387	3	12	2013	0	0	0
12/18/2013	379	4	12	2013	0	0	0
12/19/2013	379	5	12	2013	0	0	0
12/20/2013	273	6	12	2013	0	0	0
12/21/2013	251	7	12	2013	0	0	0
12/22/2013	441	1	12	2013	0	0	0
12/23/2013	398	2	12	2013	0	0	0
12/24/2013	358	3	12	2013	0	0	1
12/25/2013	274	4	12	2013	1	0	0
12/26/2013	379	5	12	2013	0	1	0
12/27/2013	271	6	12	2013	0	0	0
12/28/2013	251	7	12	2013	0	0	0
12/29/2013	441	1	12	2013	0	0	0
12/30/2013	372	2	12	2013	0	0	1
12/31/2013	257	3	12	2013	1	0	1
1/1/2014	314	4	1	2014	1	1	0
1/2/2014	434	5	1	2014	0	1	0
1/3/2014	312	6	1	2014	0	0	0
1/4/2014	283	7	1	2014	0	0	0
1/5/2014	499	1	1	2014	0	0	0
1/6/2014	457	2	1	2014	0	0	0
1/7/2014	439	3	1	2014	0	0	0
1/8/2014	437	4	1	2014	0	0	0
1/9/2014	428	5	1	2014	0	0	0
1/10/2014	312	6	1	2014	0	0	0
1/11/2014	285	7	1	2014	0	0	0
1/12/2014	500	1	1	2014	0	0	0
1/13/2014	454	2	1	2014	0	0	0
1/14/2014	443	3	1	2014	0	0	0
1/15/2014	435	4	1	2014	0	0	0
1/16/2014	433	5	1	2014	0	0	0
1/17/2014	315	6	1	2014	0	0	0
1/18/2014	283	7	1	2014	0	0	0
1/19/2014	471	1	1	2014	0	0	1
1/20/2014	328	2	1	2014	1	0	0
1/21/2014	444	3	1	2014	0	1	0
1/22/2014	436	4	1	2014	0	0	0
1/23/2014	430	5	1	2014	0	0	0
1/24/2014	311	6	1	2014	0	0	0
1/25/2014	282	7	1	2014	0	0	0
1/26/2014	500	1	1	2014	0	0	0
1/27/2014	457	2	1	2014	0	0	0
1/28/2014	440	3	1	2014	0	0	0
1/29/2014	435	4	1	2014	0	0	0
1/30/2014	432	5	1	2014	0	0	0
1/31/2014	313	6	1	2014	0	0	0
2/1/2014	301	7	2	2014	0	0	0
2/2/2014	536	1	2	2014	0	0	0
2/3/2014	482	2	2	2014	0	0	0
2/4/2014	465	3	2	2014	0	0	0
2/5/2014	466	4	2	2014	0	0	0
2/6/2014	454	5	2	2014	0	0	0
2/7/2014	330	6	2	2014	0	0	0
2/8/2014	302	7	2	2014	0	0	0
2/9/2014	530	1	2	2014	0	0	0
2/10/2014	486	2	2	2014	0	0	0
2/11/2014	468	3	2	2014	0	0	0
2/12/2014	461	4	2	2014	0	0	0
2/13/2014	460	5	2	2014	0	0	0
2/14/2014	335	6	2	2014	0	0	0
2/15/2014	302	7	2	2014	0	0	0
2/16/2014	502	1	2	2014	0	0	1
2/17/2014	346	2	2	2014	1	0	0
2/18/2014	473	3	2	2014	0	1	0
2/19/2014	463	4	2	2014	0	0	0
2/20/2014	459	5	2	2014	0	0	0
2/21/2014	333	6	2	2014	0	0	0
2/22/2014	302	7	2	2014	0	0	0
2/23/2014	533	1	2	2014	0	0	0
2/24/2014	488	2	2	2014	0	0	0
2/25/2014	468	3	2	2014	0	0	0
2/26/2014	465	4	2	2014	0	0	0
2/27/2014	457	5	2	2014	0	0	0
2/28/2014	337	6	2	2014	0	0	0
3/1/2014	306	7	3	2014	0	0	0
3/2/2014	539	1	3	2014	0	0	0
3/3/2014	491	2	3	2014	0	0	0
3/4/2014	474	3	3	2014	0	0	0
3/5/2014	472	4	3	2014	0	0	0
3/6/2014	464	5	3	2014	0	0	0
3/7/2014	338	6	3	2014	0	0	0
3/8/2014	305	7	3	2014	0	0	0
3/9/2014	538	1	3	2014	0	0	0
3/10/2014	488	2	3	2014	0	0	0
3/11/2014	475	3	3	2014	0	0	0
3/12/2014	469	4	3	2014	0	0	0
3/13/2014	462	5	3	2014	0	0	0
3/14/2014	336	6	3	2014	0	0	0
3/15/2014	304	7	3	2014	0	0	0
3/16/2014	538	1	3	2014	0	0	0
3/17/2014	491	2	3	2014	0	0	0
3/18/2014	476	3	3	2014	0	0	0
3/19/2014	469	4	3	2014	0	0	0
3/20/2014	462	5	3	2014	0	0	0
3/21/2014	335	6	3	2014	0	0	0
3/22/2014	310	7	3	2014	0	0	0
3/23/2014	543	1	3	2014	0	0	0
3/24/2014	489	2	3	2014	0	0	0
3/25/2014	472	3	3	2014	0	0	0
3/26/2014	474	4	3	2014	0	0	0
3/27/2014	465	5	3	2014	0	0	0
3/28/2014	339	6	3	2014	0	0	0
3/29/2014	309	7	3	2014	0	0	0
3/30/2014	542	1	3	2014	0	0	0
3/31/2014	493	2	3	2014	0	0	0
4/1/2014	478	3	4	2014	0	0	0
4/2/2014	471	4	4	2014	0	0	0
4/3/2014	467	5	4	2014	0	0	0
4/4/2014	340	6	4	2014	0	0	0
4/5/2014	310	7	4	2014	0	0	0
4/6/2014	541	1	4	2014	0	0	0
4/7/2014	497	2	4	2014	0	0	0
4/8/2014	480	3	4	2014	0	0	0
4/9/2014	470	4	4	2014	0	0	0
4/10/2014	469	5	4	2014	0	0	0
4/11/2014	337	6	4	2014	0	0	0
4/12/2014	307	7	4	2014	0	0	0
4/13/2014	544	1	4	2014	0	0	0
4/14/2014	494	2	4	2014	0	0	0
4/15/2014	479	3	4	2014	0	0	0
4/16/2014	474	4	4	2014	0	0	0
4/17/2014	471	5	4	2014	0	0	0
4/18/2014	339	6	4	2014	0	0	0
4/19/2014	310	7	4	2014	0	0	0
4/20/2014	546	1	4	2014	0	0	0
4/21/2014	495	2	4	2014	0	0	0
4/22/2014	479	3	4	2014	0	0	0
4/23/2014	472	4	4	2014	0	0	0
4/24/2014	468	5	4	2014	0	0	0
4/25/2014	339	6	4	2014	0	0	0
4/26/2014	312	7	4	2014	0	0	0
4/27/2014	544	1	4	2014	0	0	0
4/28/2014	497	2	4	2014	0	0	0
4/29/2014	482	3	4	2014	0	0	0
4/30/2014	476	4	4	2014	0	0	0
5/1/2014	461	5	5	2014	0	0	0
5/2/2014	339	6	5	2014	0	0	0
5/3/2014	304	7	5	2014	0	0	0
5/4/2014	539	1	5	2014	0	0	0
5/5/2014	492	2	5	2014	0	0	0
5/6/2014	472	3	5	2014	0	0	0
5/7/2014	464	4	5	2014	0	0	0
5/8/2014	465	5	5	2014	0	0	0
5/9/2014	338	6	5	2014	0	0	0
5/10/2014	300	7	5	2014	0	0	0
5/11/2014	535	1	5	2014	0	0	0
5/12/2014	487	2	5	2014	0	0	0
5/13/2014	470	3	5	2014	0	0	0
5/14/2014	463	4	5	2014	0	0	0
5/15/2014	456	5	5	2014	0	0	0
5/16/2014	332	6	5	2014	0	0	0
5/17/2014	301	7	5	2014	0	0	0
5/18/2014	537	1	5	2014	0	0	0
5/19/2014	486	2	5	2014	0	0	0
5/20/2014	472	3	5	2014	0	0	0
5/21/2014	467	4	5	2014	0	0	0
5/22/2014	462	5	5	2014	0	0	0
5/23/2014	336	6	5	2014	0	0	0
5/24/2014	302	7	5	2014	0	0	0
5/25/2014	506	1	5	2014	0	0	1
5/26/2014	348	2	5	2014	1	0	0
5/27/2014	475	3	5	2014	0	1	0
5/28/2014	469	4	5	2014	0	0	0
5/29/2014	464	5	5	2014	0	0	0
5/30/2014	338	6	5	2014	0	0	0
5/31/2014	304	7	5	2014	0	0	0
6/1/2014	492	1	6	2014	0	0	0
6/2/2014	447	2	6	2014	0	0	0
6/3/2014	436	3	6	2014	0	0	0
6/4/2014	431	4	6	2014	0	0	0
6/5/2014	425	5	6	2014	0	0	0
6/6/2014	309	6	6	2014	0	0	0
6/7/2014	279	7	6	2014	0	0	0
6/8/2014	496	1	6	2014	0	0	0
6/9/2014	447	2	6	2014	0	0	0
6/10/2014	434	3	6	2014	0	0	0
6/11/2014	429	4	6	2014	0	0	0
6/12/2014	425	5	6	2014	0	0	0
6/13/2014	308	6	6	2014	0	0	0
6/14/2014	278	7	6	2014	0	0	0
6/15/2014	492	1	6	2014	0	0	0
6/16/2014	447	2	6	2014	0	0	0
6/17/2014	432	3	6	2014	0	0	0
6/18/2014	432	4	6	2014	0	0	0
6/19/2014	427	5	6	2014	0	0	0
6/20/2014	308	6	6	2014	0	0	0
6/21/2014	277	7	6	2014	0	0	0
6/22/2014	497	1	6	2014	0	0	0
6/23/2014	450	2	6	2014	0	0	0
6/24/2014	435	3	6	2014	0	0	0
6/25/2014	428	4	6	2014	0	0	0
6/26/2014	427	5	6	2014	0	0	0
6/27/2014	310	6	6	2014	0	0	0
6/28/2014	277	7	6	2014	0	0	0
6/29/2014	492	1	6	2014	0	0	0
6/30/2014	450	2	6	2014	0	0	0
7/1/2014	456	3	7	2014	0	0	0
7/2/2014	452	4	7	2014	0	0	0
7/3/2014	419	5	7	2014	0	0	1
7/4/2014	232	6	7	2014	1	0	0
7/5/2014	296	7	7	2014	0	1	0
7/6/2014	517	1	7	2014	0	0	0
7/7/2014	471	2	7	2014	0	0	0
7/8/2014	454	3	7	2014	0	0	0
7/9/2014	453	4	7	2014	0	0	0
7/10/2014	446	5	7	2014	0	0	0
7/11/2014	325	6	7	2014	0	0	0
7/12/2014	293	7	7	2014	0	0	0
7/13/2014	522	1	7	2014	0	0	0
7/14/2014	472	2	7	2014	0	0	0
7/15/2014	455	3	7	2014	0	0	0
7/16/2014	451	4	7	2014	0	0	0
7/17/2014	447	5	7	2014	0	0	0
7/18/2014	324	6	7	2014	0	0	0
7/19/2014	297	7	7	2014	0	0	0
7/20/2014	518	1	7	2014	0	0	0
7/21/2014	472	2	7	2014	0	0	0
7/22/2014	455	3	7	2014	0	0	0
7/23/2014	453	4	7	2014	0	0	0
7/24/2014	449	5	7	2014	0	0	0
7/25/2014	325	6	7	2014	0	0	0
7/26/2014	295	7	7	2014	0	0	0
7/27/2014	518	1	7	2014	0	0	0
7/28/2014	472	2	7	2014	0	0	0
7/29/2014	459	3	7	2014	0	0	0
7/30/2014	453	4	7	2014	0	0	0
7/31/2014	445	5	7	2014	0	0	0
8/1/2014	322	6	8	2014	0	0	0
8/2/2014	288	7	8	2014	0	0	0
8/3/2014	517	1	8	2014	0	0	0
8/4/2014	468	2	8	2014	0	0	0
8/5/2014	451	3	8	2014	0	0	0
8/6/2014	448	4	8	2014	0	0	0
8/7/2014	442	5	8	2014	0	0	0
8/8/2014	322	6	8	2014	0	0	0
8/9/2014	290	7	8	2014	0	0	0
8/10/2014	514	1	8	2014	0	0	0
8/11/2014	467	2	8	2014	0	0	0
8/12/2014	452	3	8	2014	0	0	0
8/13/2014	444	4	8	2014	0	0	0
8/14/2014	446	5	8	2014	0	0	0
8/15/2014	322	6	8	2014	0	0	0
8/16/2014	293	7	8	2014	0	0	0
8/17/2014	518	1	8	2014	0	0	0
8/18/2014	468	2	8	2014	0	0	0
8/19/2014	455	3	8	2014	0	0	0
8/20/2014	446	4	8	2014	0	0	0
8/21/2014	444	5	8	2014	0	0	0
8/22/2014	321	6	8	2014	0	0	0
8/23/2014	290	7	8	2014	0	0	0
8/24/2014	516	1	8	2014	0	0	0
8/25/2014	468	2	8	2014	0	0	0
8/26/2014	450	3	8	2014	0	0	0
8/27/2014	447	4	8	2014	0	0	0
8/28/2014	440	5	8	2014	0	0	0
8/29/2014	321	6	8	2014	0	0	0
8/30/2014	290	7	8	2014	0	0	0
8/31/2014	485	1	8	2014	0	0	1
9/1/2014	337	2	9	2014	1	0	0
9/2/2014	458	3	9	2014	0	1	0
9/3/2014	452	4	9	2014	0	0	0
9/4/2014	445	5	9	2014	0	0	0
9/5/2014	324	6	9	2014	0	0	0
9/6/2014	297	7	9	2014	0	0	0
9/7/2014	523	1	9	2014	0	0	0
9/8/2014	475	2	9	2014	0	0	0
9/9/2014	459	3	9	2014	0	0	0
9/10/2014	450	4	9	2014	0	0	0
9/11/2014	447	5	9	2014	0	0	0
9/12/2014	326	6	9	2014	0	0	0
9/13/2014	294	7	9	2014	0	0	0
9/14/2014	524	1	9	2014	0	0	0
9/15/2014	474	2	9	2014	0	0	0
9/16/2014	460	3	9	2014	0	0	0
9/17/2014	454	4	9	2014	0	0	0
9/18/2014	447	5	9	2014	0	0	0
9/19/2014	331	6	9	2014	0	0	0
9/20/2014	297	7	9	2014	0	0	0
9/21/2014	522	1	9	2014	0	0	0
9/22/2014	476	2	9	2014	0	0	0
9/23/2014	459	3	9	2014	0	0	0
9/24/2014	454	4	9	2014	0	0	0
9/25/2014	450	5	9	2014	0	0	0
9/26/2014	324	6	9	2014	0	0	0
9/27/2014	298	7	9	2014	0	0	0
9/28/2014	519	1	9	2014	0	0	0
9/29/2014	478	2	9	2014	0	0	0
9/30/2014	460	3	9	2014	0	0	0
10/1/2014	429	4	10	2014	0	0	0
10/2/2014	426	5	10	2014	0	0	0
10/3/2014	310	6	10	2014	0	0	0
10/4/2014	280	7	10	2014	0	0	0
10/5/2014	500	1	10	2014	0	0	0
10/6/2014	454	2	10	2014	0	0	0
10/7/2014	435	3	10	2014	0	0	0
10/8/2014	432	4	10	2014	0	0	0
10/9/2014	429	5	10	2014	0	0	0
10/10/2014	311	6	10	2014	0	0	0
10/11/2014	280	7	10	2014	0	0	0
10/12/2014	463	1	10	2014	0	0	1
10/13/2014	322	2	10	2014	1	0	0
10/14/2014	443	3	10	2014	0	1	0
10/15/2014	430	4	10	2014	0	0	0
10/16/2014	427	5	10	2014	0	0	0
10/17/2014	311	6	10	2014	0	0	0
10/18/2014	284	7	10	2014	0	0	0
10/19/2014	497	1	10	2014	0	0	0
10/20/2014	451	2	10	2014	0	0	0
10/21/2014	440	3	10	2014	0	0	0
10/22/2014	432	4	10	2014	0	0	0
10/23/2014	428	5	10	2014	0	0	0
10/24/2014	314	6	10	2014	0	0	0
10/25/2014	284	7	10	2014	0	0	0
10/26/2014	498	1	10	2014	0	0	0
10/27/2014	452	2	10	2014	0	0	0
10/28/2014	440	3	10	2014	0	0	0
10/29/2014	435	4	10	2014	0	0	0
10/30/2014	428	5	10	2014	0	0	0
10/31/2014	312	6	10	2014	0	0	0
11/1/2014	305	7	11	2014	0	0	0
11/2/2014	543	1	11	2014	0	0	0
11/3/2014	497	2	11	2014	0	0	0
11/4/2014	479	3	11	2014	0	0	0
11/5/2014	472	4	11	2014	0	0	0
11/6/2014	462	5	11	2014	0	0	0
11/7/2014	342	6	11	2014	0	0	0
11/8/2014	305	7	11	2014	0	0	0
11/9/2014	543	1	11	2014	0	0	0
11/10/2014	461	2	11	2014	0	0	1
11/11/2014	340	3	11	2014	1	0	0
11/12/2014	475	4	11	2014	0	1	0
11/13/2014	467	5	11	2014	0	0	0
11/14/2014	338	6	11	2014	0	0	0
11/15/2014	305	7	11	2014	0	0	0
11/16/2014	543	1	11	2014	0	0	0
11/17/2014	495	2	11	2014	0	0	0
11/18/2014	482	3	11	2014	0	0	0
11/19/2014	473	4	11	2014	0	0	0
11/20/2014	471	5	11	2014	0	0	0
11/21/2014	339	6	11	2014	0	0	0
11/22/2014	304	7	11	2014	0	0	0
11/23/2014	541	1	11	2014	0	0	0
11/24/2014	498	2	11	2014	0	0	0
11/25/2014	480	3	11	2014	0	0	0
11/26/2014	439	4	11	2014	0	0	1
11/27/2014	314	5	11	2014	1	0	1
11/28/2014	244	6	11	2014	1	1	0
11/29/2014	312	7	11	2014	0	1	0
11/30/2014	543	1	11	2014	0	0	0
12/1/2014	409	2	12	2014	0	0	0
12/2/2014	397	3	12	2014	0	0	0
12/3/2014	388	4	12	2014	0	0	0
12/4/2014	386	5	12	2014	0	0	0
12/5/2014	281	6	12	2014	0	0	0
12/6/2014	255	7	12	2014	0	0	0
12/7/2014	448	1	12	2014	0	0	0
12/8/2014	407	2	12	2014	0	0	0
12/9/2014	394	3	12	2014	0	0	0
12/10/2014	391	4	12	2014	0	0	0
12/11/2014	385	5	12	2014	0	0	0
12/12/2014	280	6	12	2014	0	0	0
12/13/2014	256	7	12	2014	0	0	0
12/14/2014	451	1	12	2014	0	0	0
12/15/2014	407	2	12	2014	0	0	0
12/16/2014	395	3	12	2014	0	0	0
12/17/2014	390	4	12	2014	0	0	0
12/18/2014	383	5	12	2014	0	0	0
12/19/2014	283	6	12	2014	0	0	0
12/20/2014	254	7	12	2014	0	0	0
12/21/2014	448	1	12	2014	0	0	0
12/22/2014	408	2	12	2014	0	0	0
12/23/2014	394	3	12	2014	0	0	0
12/24/2014	367	4	12	2014	0	0	1
12/25/2014	274	5	12	2014	1	0	0
12/26/2014	283	6	12	2014	0	1	0
12/27/2014	256	7	12	2014	0	0	0
12/28/2014	448	1	12	2014	0	0	0
12/29/2014	407	2	12	2014	0	0	0
12/30/2014	372	3	12	2014	0	0	1
12/31/2014	261	4	12	2014	1	0	1
1/1/2015	315	5	1	2015	1	1	0
1/2/2015	322	6	1	2015	0	1	0
1/3/2015	290	7	1	2015	0	0	0
1/4/2015	510	1	1	2015	0	0	0
1/5/2015	467	2	1	2015	0	0	0
1/6/2015	451	3	1	2015	0	0	0
1/7/2015	447	4	1	2015	0	0	0
1/8/2015	441	5	1	2015	0	0	0
1/9/2015	319	6	1	2015	0	0	0
1/10/2015	289	7	1	2015	0	0	0
1/11/2015	509	1	1	2015	0	0	0
1/12/2015	468	2	1	2015	0	0	0
1/13/2015	453	3	1	2015	0	0	0
1/14/2015	449	4	1	2015	0	0	0
1/15/2015	442	5	1	2015	0	0	0
1/16/2015	320	6	1	2015	0	0	0
1/17/2015	294	7	1	2015	0	0	0
1/18/2015	482	1	1	2015	0	0	1
1/19/2015	335	2	1	2015	1	0	0
1/20/2015	452	3	1	2015	0	1	0
1/21/2015	448	4	1	2015	0	0	0
1/22/2015	441	5	1	2015	0	0	0
1/23/2015	321	6	1	2015	0	0	0
1/24/2015	289	7	1	2015	0	0	0
1/25/2015	511	1	1	2015	0	0	0
1/26/2015	466	2	1	2015	0	0	0
1/27/2015	451	3	1	2015	0	0	0
1/28/2015	446	4	1	2015	0	0	0
1/29/2015	444	5	1	2015	0	0	0
1/30/2015	318	6	1	2015	0	0	0
1/31/2015	288	7	1	2015	0	0	0
2/1/2015	544	1	2	2015	0	0	0
2/2/2015	494	2	2	2015	0	0	0
2/3/2015	481	3	2	2015	0	0	0
2/4/2015	475	4	2	2015	0	0	0
2/5/2015	469	5	2	2015	0	0	0
2/6/2015	345	6	2	2015	0	0	0
2/7/2015	312	7	2	2015	0	0	0
2/8/2015	543	1	2	2015	0	0	0
2/9/2015	497	2	2	2015	0	0	0
2/10/2015	479	3	2	2015	0	0	0
2/11/2015	477	4	2	2015	0	0	0
2/12/2015	469	5	2	2015	0	0	0
2/13/2015	342	6	2	2015	0	0	0
2/14/2015	310	7	2	2015	0	0	0
2/15/2015	512	1	2	2015	0	0	1
2/16/2015	355	2	2	2015	1	0	0
2/17/2015	488	3	2	2015	0	1	0
2/18/2015	474	4	2	2015	0	0	0
2/19/2015	469	5	2	2015	0	0	0
2/20/2015	343	6	2	2015	0	0	0
2/21/2015	306	7	2	2015	0	0	0
2/22/2015	543	1	2	2015	0	0	0
2/23/2015	500	2	2	2015	0	0	0
2/24/2015	480	3	2	2015	0	0	0
2/25/2015	477	4	2	2015	0	0	0
2/26/2015	468	5	2	2015	0	0	0
2/27/2015	342	6	2	2015	0	0	0
2/28/2015	311	7	2	2015	0	0	0
3/1/2015	557	1	3	2015	0	0	0
3/2/2015	501	2	3	2015	0	0	0
3/3/2015	485	3	3	2015	0	0	0
3/4/2015	479	4	3	2015	0	0	0
3/5/2015	476	5	3	2015	0	0	0
3/6/2015	349	6	3	2015	0	0	0
3/7/2015	312	7	3	2015	0	0	0
3/8/2015	551	1	3	2015	0	0	0
3/9/2015	505	2	3	2015	0	0	0
3/10/2015	489	3	3	2015	0	0	0
3/11/2015	483	4	3	2015	0	0	0
3/12/2015	476	5	3	2015	0	0	0
3/13/2015	347	6	3	2015	0	0	0
3/14/2015	312	7	3	2015	0	0	0
3/15/2015	555	1	3	2015	0	0	0
3/16/2015	503	2	3	2015	0	0	0
3/17/2015	486	3	3	2015	0	0	0
3/18/2015	481	4	3	2015	0	0	0
3/19/2015	478	5	3	2015	0	0	0
3/20/2015	347	6	3	2015	0	0	0
3/21/2015	315	7	3	2015	0	0	0
3/22/2015	552	1	3	2015	0	0	0
3/23/2015	503	2	3	2015	0	0	0
3/24/2015	486	3	3	2015	0	0	0
3/25/2015	480	4	3	2015	0	0	0
3/26/2015	478	5	3	2015	0	0	0
3/27/2015	347	6	3	2015	0	0	0
3/28/2015	313	7	3	2015	0	0	0
3/29/2015	555	1	3	2015	0	0	0
3/30/2015	503	2	3	2015	0	0	0
3/31/2015	488	3	3	2015	0	0	0
4/1/2015	483	4	4	2015	0	0	0
4/2/2015	477	5	4	2015	0	0	0
4/3/2015	348	6	4	2015	0	0	0
4/4/2015	311	7	4	2015	0	0	0
4/5/2015	557	1	4	2015	0	0	0
4/6/2015	509	2	4	2015	0	0	0
4/7/2015	494	3	4	2015	0	0	0
4/8/2015	483	4	4	2015	0	0	0
4/9/2015	476	5	4	2015	0	0	0
4/10/2015	349	6	4	2015	0	0	0
4/11/2015	319	7	4	2015	0	0	0
4/12/2015	561	1	4	2015	0	0	0
4/13/2015	510	2	4	2015	0	0	0
4/14/2015	490	3	4	2015	0	0	0
4/15/2015	488	4	4	2015	0	0	0
4/16/2015	477	5	4	2015	0	0	0
4/17/2015	349	6	4	2015	0	0	0
4/18/2015	315	7	4	2015	0	0	0
4/19/2015	557	1	4	2015	0	0	0
4/20/2015	507	2	4	2015	0	0	0
4/21/2015	492	3	4	2015	0	0	0
4/22/2015	488	4	4	2015	0	0	0
4/23/2015	478	5	4	2015	0	0	0
4/24/2015	352	6	4	2015	0	0	0
4/25/2015	315	7	4	2015	0	0	0
4/26/2015	558	1	4	2015	0	0	0
4/27/2015	512	2	4	2015	0	0	0
4/28/2015	492	3	4	2015	0	0	0
4/29/2015	486	4	4	2015	0	0	0
4/30/2015	482	5	4	2015	0	0	0
5/1/2015	344	6	5	2015	0	0	0
5/2/2015	312	7	5	2015	0	0	0
5/3/2015	548	1	5	2015	0	0	0
5/4/2015	497	2	5	2015	0	0	0
5/5/2015	479	3	5	2015	0	0	0
5/6/2015	475	4	5	2015	0	0	0
5/7/2015	472	5	5	2015	0	0	0
5/8/2015	345	6	5	2015	0	0	0
5/9/2015	312	7	5	2015	0	0	0
5/10/2015	548	1	5	2015	0	0	0
5/11/2015	502	2	5	2015	0	0	0
5/12/2015	483	3	5	2015	0	0	0
5/13/2015	473	4	5	2015	0	0	0
5/14/2015	472	5	5	2015	0	0	0
5/15/2015	346	6	5	2015	0	0	0
5/16/2015	313	7	5	2015	0	0	0
5/17/2015	552	1	5	2015	0	0	0
5/18/2015	502	2	5	2015	0	0	0
5/19/2015	482	3	5	2015	0	0	0
5/20/2015	480	4	5	2015	0	0	0
5/21/2015	471	5	5	2015	0	0	0
5/22/2015	347	6	5	2015	0	0	0
5/23/2015	313	7	5	2015	0	0	0
5/24/2015	512	1	5	2015	0	0	1
5/25/2015	358	2	5	2015	1	0	0
5/26/2015	488	3	5	2015	0	1	0
5/27/2015	478	4	5	2015	0	0	0
5/28/2015	475	5	5	2015	0	0	0
5/29/2015	341	6	5	2015	0	0	0
5/30/2015	311	7	5	2015	0	0	0
5/31/2015	552	1	5	2015	0	0	0
6/1/2015	458	2	6	2015	0	0	0
6/2/2015	442	3	6	2015	0	0	0
6/3/2015	435	4	6	2015	0	0	0
6/4/2015	433	5	6	2015	0	0	0
6/5/2015	318	6	6	2015	0	0	0
6/6/2015	287	7	6	2015	0	0	0
6/7/2015	505	1	6	2015	0	0	0
6/8/2015	460	2	6	2015	0	0	0
6/9/2015	446	3	6	2015	0	0	0
6/10/2015	439	4	6	2015	0	0	0
6/11/2015	435	5	6	2015	0	0	0
6/12/2015	318	6	6	2015	0	0	0
6/13/2015	288	7	6	2015	0	0	0
6/14/2015	509	1	6	2015	0	0	0
6/15/2015	463	2	6	2015	0	0	0
6/16/2015	443	3	6	2015	0	0	0
6/17/2015	438	4	6	2015	0	0	0
6/18/2015	437	5	6	2015	0	0	0
6/19/2015	318	6	6	2015	0	0	0
6/20/2015	284	7	6	2015	0	0	0
